# units angstroms - from old APO reference images
5852.49 Ne
5881.90 Ne
5944.83 Ne
6030.00 Ne
6096.16 Ne
6143.06 Ne
6266.50 Ne
6334.43 Ne
6382.99 Ne
6402.25 Ne
6506.53 Ne
6598.95 Ne
6678.28 Ne
6717.04 Ne
6929.47 Ne
7032.41 Ne
7173.94 Ne
7245.17 Ne
7438.90 Ne
7488.87 Ne
8300.36 Ne
8377.61 Ne
8495.36 Ne
8591.26 Ne 
8634.65 Ne
8654.38 Ne
8655.52 Ne 
8679.49 Ne 
8681.92 Ne 
8704.11 Ne  
8771.66 Ne 
8780.62 Ne
8780.62 Ne  
8783.75 Ne  
8830.91 Ne 
8853.87 Ne
8919.50 Ne 
9148.67 Ne
